# Table of coordinated (x, y) factor concentrations (Header file)
# random seed: 1 
timestep x y Activator Inhibitor
1 5 9 1.02280101948073598e+00 1.57515867708186930e+00
1 5 10 7.33641919732701542e-01 1.27033632346970382e+00
1 6 1 2.52554838843331853e-02 5.50927141945329990e-01
1 6 2 1.01256058808248772e+00 1.17909890287065644e+00
1 6 3 5.80267690819801563e-01 1.22449051226611694e+00
1 6 4 4.35252313370000865e-01 9.44633803676616091e-01
1 6 5 5.24251709783883912e-01 1.33059212711123642e+00
1 6 6 7.86687657469094193e-01 1.34564609711732186e+00
1 6 7 1.25887428377290615e-02 1.84963309383096103e-01
1 6 8 7.97450665223622124e-02 7.14611785521396148e-01
1 6 9 8.87500687772099450e-01 1.74726865918209850e+00
1 6 10 7.90391858483603604e-01 1.69803836767600580e+00
1 7 1 1.14882318039287667e-01 9.88906863787995860e-01
1 7 2 1.35615977043112190e+00 1.24439114109263271e+00
1 7 3 2.80586136481121642e-02 5.58018675519599688e-02
1 7 4 1.23174806831372896e+00 1.40347128081569150e+00
1 7 5 4.92698822824617216e-02 5.77212536598461057e-01
1 7 6 7.93555348623469659e-01 7.99841143692972323e-01
1 7 7 7.18314861122313769e-02 6.50279124946230525e-01
1 7 8 7.86882949457728964e-02 5.54637050664699260e-01
1 7 9 9.42311564725858419e-01 1.45185944981564830e+00
1 7 10 2.32677793629609081e-01 9.43911032350827517e-01
1 8 1 1.06355599343941794e-02 2.43217342140122861e-01
1 8 2 7.61549263588563896e-01 9.73307558067308176e-01
1 8 3 4.89427616004360008e-02 6.99197140490315450e-01
1 8 4 8.97085036767126698e-01 1.10748856783293625e+00
1 8 5 5.04829535764123927e-01 1.49926406354020814e+00
1 8 6 3.54468468146679483e-02 6.92196942836695306e-02
1 8 7 6.59077831797057062e-02 7.06729241692164334e-01
1 8 8 7.21024166833670876e-02 7.31372951643091684e-01
1 8 9 8.12271697446129926e-01 1.45746058706328707e+00
1 8 10 9.92698866102044580e-02 9.81209390045806540e-01
1 9 1 1.00905847277001204e+00 1.56377366415582264e+00
1 9 2 1.00438101111001835e-01 8.39236039442393666e-01
1 9 3 2.96168809941605882e-01 1.10843580893563898e+00
1 9 4 1.44560614205306359e-01 1.01334223086618858e+00
1 9 5 2.64533022929210812e-02 3.00936549375833362e-01
1 9 6 9.77454174766969608e-01 1.86952526747462411e+00
1 9 7 1.37873979149960663e-01 1.08992094611235601e+00
1 9 8 1.39663632308910324e-01 1.13323895729429380e+00
1 9 9 1.02664729884752592e+00 1.46693829264223052e+00
1 9 10 7.01262272651238749e-01 6.08335149415513032e-01
1 10 1 1.72552660793950263e+00 1.42022876679541876e+00
1 10 2 7.39117404578260029e-01 1.78410805428224695e+00
1 10 3 1.05332771135695791e+00 1.16669608499301436e+00
1 10 4 7.97604112666722598e-01 1.83201488903718723e+00
1 10 5 8.81762891323540465e-01 1.46845371565613059e+00
1 10 6 4.77825705466553508e-01 9.79001444283594147e-01
1 10 7 9.25927907826171182e-02 8.15315157701220983e-01
1 10 8 7.76120011429084489e-01 9.93770399583202235e-01
1 10 9 4.69909002786818922e-02 5.83333366587689861e-01
1 10 10 1.52058887785612079e-01 9.10224945945495745e-01
2 1 1 5.44175188655224920e-02 9.86668497098598496e-01
2 1 2 1.77131612471977662e+00 3.40860844152712916e+00
2 1 3 7.58716476883106394e-01 2.70872898411485075e+00
2 1 4 6.55989099657317776e-01 3.01466518038372966e+00
2 1 5 5.03763501948941483e-01 1.22844211081675847e+00
2 1 6 1.59346273717776854e+00 3.48863073480580255e+00
2 1 7 2.32673153882955308e+00 3.46665836119325732e+00
2 1 8 2.57945698196672568e-01 2.21728622682607401e+00
2 1 9 9.26486996145333280e-02 1.39770409524381245e+00
2 1 10 2.44696756258692050e+00 3.63117800938753188e+00
2 2 1 1.03055737023516232e-02 3.53436675248016086e-01
2 2 2 1.83934058263254729e+00 3.63945702039986951e+00
2 2 3 8.77227558378984168e-02 1.14106898015022917e+00
2 2 4 1.17615189678215177e-02 2.42395365374076022e-01
2 2 5 4.31183779410232504e-01 2.44030619739221732e+00
2 2 6 2.67152528570643699e-01 1.72142516619484764e+00
2 2 7 8.86063201217638929e-02 1.16434228775532334e+00
2 2 8 1.34266954557549645e+00 2.42706695316403387e+00
2 2 9 1.41770977479170313e+00 3.47519651223877402e+00
2 2 10 1.69332801687760193e+00 3.22149455355252279e+00
2 3 1 1.34539547011427696e+00 3.70399632012823199e+00
2 3 2 4.89604337213516011e-02 7.20315960051506776e-01
2 3 3 9.57798414169502510e-01 3.22034987861333555e+00
2 3 4 1.77441497821846195e+00 3.63324845620055692e+00
2 3 5 1.25310923738419300e+00 3.44830628165922493e+00
2 3 6 1.22864246927831627e-01 1.50983554999710057e+00
2 3 7 1.15368591884120342e+00 3.52678867306740429e+00
2 3 8 4.97557270366740689e-01 2.63436557639235147e+00
2 3 9 1.39829612112933408e-02 2.78828751037441203e-01
2 3 10 1.55394268827348192e+00 3.43039386031947569e+00
2 4 1 7.00679976395156279e-02 1.02467333585306020e+00
2 4 2 9.63254470887688563e-01 3.18700818880709047e+00
2 4 3 3.38596165109561198e-01 2.20181606732823543e+00
2 4 4 3.28089522379070186e-01 2.49030569272036750e+00
2 4 5 9.61712630057703022e-01 2.83137942915131990e+00
2 4 6 1.79146707944999695e+00 2.98992324860458458e+00
2 4 7 1.76123525943936120e-02 5.10385425181766994e-01
2 4 8 1.62000016738187069e+00 3.68862225902875807e+00
2 4 9 1.14601304077167221e+00 2.61532647936939533e+00
2 4 10 2.14227330622407869e-01 2.26798661125358381e+00
2 5 1 1.31086904832067641e+00 3.36004794459926259e+00
2 5 2 1.96944966338520144e+00 3.55218195096068623e+00
2 5 3 2.46363577457266975e-01 2.36348247981430193e+00
2 5 4 9.90108087526395564e-01 2.95449050784595491e+00
2 5 5 1.09058188363775593e-01 1.37997194071876184e+00
2 5 6 2.57698391779788238e+00 3.69419099801298767e+00
2 5 7 9.67829526831613496e-01 3.33680995264096314e+00
2 5 8 1.27824995960061427e+00 3.53917841453326076e+00
2 5 9 1.41738485643788481e+00 3.43261588805503948e+00
2 5 10 1.00923015871451494e+00 2.92739070239507138e+00
2 6 1 2.27299354958998660e-02 6.40081282810161079e-01
2 6 2 1.51516625051651777e+00 3.06949320097872214e+00
2 6 3 7.13577616064245079e-01 2.71349673944214942e+00
2 6 4 4.80098757251467445e-01 2.24632515229856811e+00
2 6 5 5.53614106255950644e-01 2.73304914964613577e+00
2 6 6 1.08405048425483130e+00 3.04529739730987092e+00
2 6 7 1.13298685539561551e-02 2.40144422674463787e-01
2 6 8 7.17705598701259967e-02 1.05580646793613675e+00
2 6 9 1.16265469809310407e+00 3.49146124806535596e+00
2 6 10 1.00386619647214026e+00 3.36579694256007489e+00
2 7 1 1.03394086235358895e-01 1.45052498373958416e+00
2 7 2 1.98568962817626571e+00 3.31183193737944404e+00
2 7 3 2.52527522833009485e-02 2.09627926180784185e-01
2 7 4 1.76775243103040847e+00 3.39694735286010285e+00
2 7 5 4.43428940542155495e-02 7.88593324785821337e-01
2 7 6 1.32392983541271336e+00 2.56026227244201765e+00
2 7 7 6.46483375010082351e-02 9.62100797635868865e-01
2 7 8 7.08194654511956068e-02 9.07104328303590002e-01
2 7 9 1.32041517200977188e+00 3.26667629709824547e+00
2 7 10 2.09410014266648181e-01 1.80223527951669382e+00
2 8 1 9.57200394095476109e-03 2.81379857568422709e-01
2 8 2 1.17512503403325663e+00 2.68696259307056406e+00
2 8 3 4.40484854403924014e-02 8.96752097886503341e-01
2 8 4 1.35580087338023692e+00 2.92307564585356827e+00
2 8 5 4.61740119207559196e-01 2.85654714236585683e+00
2 8 6 3.19021621332011562e-02 2.60899212709074679e-01
2 8 7 5.93170048617351342e-02 9.85447782733330890e-01
2 8 8 6.48921750150303761e-02 1.03632748714101441e+00
2 8 9 1.09885452540841588e+00 3.16865855685409326e+00
2 8 10 8.93428979491840136e-02 1.38004260556279945e+00
2 9 1 1.39870461609368224e+00 3.41339902920059535e+00
2 9 2 9.03942909999016497e-02 1.25713652490133843e+00
2 9 3 2.66551928947445282e-01 2.11356966741197994e+00
2 9 4 1.30104552784775729e-01 1.58484130391668376e+00
2 9 5 2.38079720636289738e-02 4.21587331852011471e-01
2 9 6 1.28647430601949098e+00 3.66731282565291838e+00
2 9 7 1.24086581234964591e-01 1.62936718096720101e+00
2 9 8 1.25697269078019286e-01 1.67493259853871779e+00
2 9 9 1.44984171101673276e+00 3.33769924737929102e+00
2 9 10 1.28470369177438837e+00 2.29881512017144063e+00
2 10 1 2.39974744779874261e+00 3.60420810700746896e+00
2 10 2 8.92474277717375752e-01 3.39515820351591513e+00
2 10 3 1.58231561871620618e+00 3.08435774539921104e+00
2 10 4 9.90680822650343518e-01 3.49283679266315827e+00
2 10 5 1.21602981030696866e+00 3.23603859155272566e+00
2 10 6 5.72159280320664765e-01 2.34708558354278640e+00
2 10 7 8.33335117043554063e-02 1.20253448849640887e+00
2 10 8 1.19251689879502498e+00 2.71895532357355485e+00
2 10 9 4.22918102508137023e-02 7.82724062932436460e-01
2 10 10 1.36852999007050863e-01 1.51879672404924393e+00
3 1 1 4.89757669789702421e-02 1.18245943604343928e+00
3 1 2 2.18961999070182367e+00 5.40733754538966149e+00
3 1 3 8.02804579871060131e-01 4.24616595726842938e+00
3 1 4 5.90390189691585965e-01 4.41560857222715342e+00
3 1 5 5.37566917974198200e-01 2.61122198639738023e+00
3 1 6 1.96831285139912726e+00 5.42325144474227283e+00
3 1 7 2.81551155418507282e+00 5.58934432612218579e+00
3 1 8 2.32151128377005300e-01 3.01652400903388873e+00
3 1 9 8.33838296530799994e-02 1.72692332329794929e+00
3 1 10 2.93533471516238631e+00 5.75906241049430712e+00
3 2 1 9.27501633211646158e-03 3.78677729310221478e-01
3 2 2 2.25577776763229654e+00 5.63430498391840828e+00
3 2 3 7.89504802541085710e-02 1.47473829106981569e+00
3 2 4 1.05853670710393654e-02 2.87103093520872155e-01
3 2 5 3.88065401469209259e-01 3.58542277591064940e+00
3 2 6 2.40437275713579340e-01 2.59400003740070773e+00
3 2 7 7.97456881095875009e-02 1.49951544285956673e+00
3 2 8 1.73600515871996119e+00 4.37032390303745544e+00
3 2 9 1.74531568004118998e+00 5.34549385307620817e+00
3 2 10 2.10881222719996853e+00 5.21545286299234956e+00
3 3 1 1.63589092617793530e+00 5.52076278649804308e+00
3 3 2 4.40643903492164424e-02 9.15847000880417483e-01
3 3 3 1.10186164749076454e+00 4.86936604198093281e+00
3 3 4 2.17940367845796423e+00 5.61041335657446094e+00
3 3 5 1.52544880517001347e+00 5.24785298719662396e+00
3 3 6 1.10577822235048459e-01 1.95062258160837976e+00
3 3 7 1.37958954700491709e+00 5.26704517945538342e+00
3 3 8 4.47801543330066609e-01 3.86725595199421024e+00
3 3 9 1.25846650901640066e-02 3.32561195505808871e-01
3 3 10 1.92267309409354525e+00 5.35705172116597872e+00
3 4 1 6.30611978755640651e-02 1.29094094930730030e+00
3 4 2 1.11303944482757666e+00 4.84319517663164945e+00
3 4 3 3.04736548598605050e-01 3.19293083612316364e+00
3 4 4 2.95280570141163157e-01 3.42987676679414166e+00
3 4 5 1.13952382145362541e+00 4.52204798612202019e+00
3 4 6 2.24425715873090681e+00 5.03632845816559627e+00
3 4 7 1.58511173349542497e-02 5.61425315526231983e-01
3 4 8 1.98919502347787391e+00 5.61221291917803278e+00
3 4 9 1.44111247945736931e+00 4.44250092983018163e+00
3 4 10 1.92804597560167074e-01 2.94101628812694527e+00
3 5 1 1.61051471422386538e+00 5.19571158116639609e+00
3 5 2 2.41186253515140336e+00 5.58954096760508712e+00
3 5 3 2.21727219711540274e-01 3.11738985884210607e+00
3 5 4 1.17393718144656267e+00 4.65240307119095853e+00
3 5 5 9.81523695273980312e-02 1.77915587538316555e+00
3 5 6 3.07022016799750119e+00 5.83728153749719070e+00
3 5 7 1.10976272321862113e+00 4.98121192097698717e+00
3 5 8 1.55447410607997005e+00 5.34173461549358208e+00
3 5 9 1.74761448462803970e+00 5.30703874326527725e+00
3 5 10 1.20619009373573638e+00 4.64076743805913594e+00
3 6 1 2.04569419463098805e-02 7.06522554606088704e-01
3 6 2 1.89944598146207499e+00 5.01818842156550726e+00
3 6 3 7.17392462278455101e-01 4.20613217848588494e+00
3 6 4 4.32088881526320689e-01 3.49123462056585021e+00
3 6 5 4.98252695630355569e-01 4.03607309067008302e+00
3 6 6 1.31076970332229958e+00 4.79382814087173159e+00
3 6 7 1.01968816985605389e-02 2.82602932120147865e-01
3 6 8 6.45935038831133984e-02 1.32679589089092831e+00
3 6 9 1.39475235125740848e+00 5.24014343257623416e+00
3 6 10 1.16472928884091975e+00 5.03178808637543984e+00
3 7 1 9.30546776118230112e-02 1.81953496257904579e+00
3 7 2 2.44600745528081598e+00 5.37719448169466929e+00
3 7 3 2.27274770549708537e-02 3.32897137146842659e-01
3 7 4 2.18614043826311955e+00 5.39580475427340645e+00
3 7 5 3.99086046487939911e-02 9.54117970890777434e-01
3 7 6 1.69590617343884520e+00 4.48183598853084142e+00
3 7 7 5.81835037509074102e-02 1.20937001219089568e+00
3 7 8 6.37375189060760405e-02 1.18859282913372266e+00
3 7 9 1.62987184273204311e+00 5.11602080842986595e+00
3 7 10 1.88469012839983352e-01 2.50757867360710573e+00
3 8 1 8.61480354685928429e-03 3.09595069398533540e-01
3 8 2 1.47593537848979506e+00 4.52281078893865462e+00
3 8 3 3.96436368963531613e-02 1.04996968140139302e+00
3 8 4 1.70407935293675039e+00 4.82249170770026758e+00
3 8 5 4.15566107286803266e-01 4.01121952893073441e+00
3 8 6 2.87119459198810420e-02 4.14741792587948632e-01
3 8 7 5.33853043755616180e-02 1.20506070937225140e+00
3 8 8 5.84029575135273371e-02 1.27732072840440081e+00
3 8 9 1.32337661154251451e+00 4.91362104379614362e+00
3 8 10 8.04086081542656067e-02 1.69683078380615160e+00
3 9 1 1.72435419201176154e+00 5.28204682669175618e+00
3 9 2 8.13548618999114792e-02 1.59074789830267305e+00
3 9 3 2.39896736052700760e-01 2.94539810878833208e+00
3 9 4 1.17094097506298150e-01 2.04579986224916155e+00
3 9 5 2.14271748572660778e-02 5.15783751700278792e-01
3 9 6 1.55814702388532522e+00 5.46093890454209685e+00
3 9 7 1.11677923111468125e-01 2.06291780116295476e+00
3 9 8 1.13127542170217352e-01 2.11011386815772051e+00
3 9 9 1.79613711418337596e+00 5.23463610692805403e+00
3 9 10 1.67305172377644773e+00 4.22845795557766646e+00
3 10 1 2.88613863694624984e+00 5.72650086809081671e+00
3 10 2 9.82736651586758270e-01 4.97842320288697771e+00
3 10 3 1.98272217186975430e+00 5.05557007678629411e+00
3 10 4 1.13580961912445022e+00 5.13730148849629042e+00
3 10 5 1.48797932820350165e+00 5.03832404329953132e+00
3 10 6 5.14943352288598333e-01 3.71333116742064373e+00
3 10 7 7.50001605339198629e-02 1.51085325450654318e+00
3 10 8 1.49767092777613109e+00 4.56080571536743662e+00
3 10 9 3.80626292257323293e-02 9.38413203456136991e-01
3 10 10 1.23167699106345771e-01 2.01158544083503621e+00
4 1 1 4.40781902810732165e-02 1.33185244806268499e+00
4 1 2 2.58223938782801454e+00 7.30890418823560850e+00
4 1 3 7.81858264328505137e-01 5.67018712105233647e+00
4 1 4 5.31351170722427324e-01 5.59839337201711640e+00
4 1 5 4.83810226176778380e-01 3.90440990114417819e+00
4 1 6 2.33260521634682494e+00 7.27322375593710824e+00
4 1 7 3.24576281920062559e+00 7.57799102074006381e+00
4 1 8 2.08936015539304770e-01 3.66611426574256649e+00
4 1 9 7.50454466877719939e-02 1.98302499629394013e+00
4 1 10 3.36493090632273573e+00 7.74651749392382261e+00
4 2 1 8.34751469890481455e-03 3.95446543888930357e-01
4 2 2 2.64890669899310627e+00 7.52656354085675616e+00
4 2 3 7.10554322286977152e-02 1.73636929707475707e+00
4 2 4 9.52683036393542869e-03 3.20588262655146949e-01
4 2 5 3.49258861322288339e-01 4.53781570926417199e+00
4 2 6 2.16393548142221392e-01 3.30877009613566608e+00
4 2 7 7.17711192986287549e-02 1.76222253361901693e+00
4 2 8 2.09689055632154941e+00 6.26245227332037135e+00
4 2 9 2.07379854759215299e+00 7.14288695882513114e+00
4 2 10 2.49792096178054734e+00 7.11893327062358772e+00
4 3 1 1.93611069231651745e+00 7.26640345508759466e+00
4 3 2 3.96579513142947954e-02 1.06723569400195339e+00
4 3 3 1.24150675025650670e+00 6.44601897914574451e+00
4 3 4 2.56529230172202016e+00 7.48954596258179883e+00
4 3 5 1.80630532526188436e+00 6.98249108334568902e+00
4 3 6 9.95200400115436173e-02 2.29887102787309683e+00
4 3 7 1.61698304056307252e+00 6.94229408671897374e+00
4 3 8 4.03021388997059971e-01 4.89792056832598810e+00
4 3 9 1.13261985811476066e-02 3.72959240509392054e-01
4 3 10 2.28198934213272420e+00 7.20219574258812756e+00
4 4 1 5.67550780880076572e-02 1.49783802965287061e+00
4 4 2 1.25896797207925437e+00 6.42895419622313913e+00
4 4 3 2.74262893738744518e-01 4.00967369792410100e+00
4 4 4 2.65752513127046841e-01 4.20076228616961345e+00
4 4 5 1.30979360166791392e+00 6.15494339747805164e+00
4 4 6 2.65386055915621100e+00 6.98609960722330658e+00
4 4 7 1.42660056014588255e-02 5.97467041033161173e-01
4 4 8 2.35127793634783444e+00 7.44838717648311910e+00
4 4 9 1.72657520454121571e+00 6.22549809022666878e+00
4 4 10 1.73524137804150352e-01 3.48180200665213890e+00
4 5 1 1.91430683174617933e+00 6.96541332416211834e+00
4 5 2 2.81975806415140173e+00 7.51545266313651883e+00
4 5 3 1.99554497740386250e-01 3.72730332137251974e+00
4 5 4 1.35453668344259226e+00 6.29107178967594827e+00
4 5 5 8.83371325746582226e-02 2.09351804779896522e+00
4 5 6 3.50085236133873412e+00 7.83341122740495788e+00
4 5 7 1.24941350864591394e+00 6.55127638235196752e+00
4 5 8 1.84009487681606099e+00 7.07744730361097840e+00
4 5 9 2.07768360934977192e+00 7.10896063271681289e+00
4 5 10 1.40094282377458135e+00 6.29753894820380111e+00
4 6 1 1.84112477516788914e-02 7.53787500152399370e-01
4 6 2 2.26557596786414850e+00 6.89122527043560229e+00
4 6 3 6.45653216050609546e-01 5.55337727545500037e+00
4 6 4 3.88879993373688615e-01 4.53282257055431614e+00
4 6 5 4.48427426067320001e-01 5.12984023742379058e+00
4 6 6 1.54021493767228068e+00 6.48606831271817441e+00
4 6 7 9.17719352870448486e-03 3.14301149422424042e-01
4 6 8 5.81341534948020613e-02 1.53733759343302312e+00
4 6 9 1.63782860413813536e+00 6.92446890269603710e+00
4 6 10 1.32798233301312996e+00 6.62756187618446635e+00
4 7 1 8.37492098506407157e-02 2.10830371736152955e+00
